Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TM,Detailed trade matrix,2,Afghanistan,100,India,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,2,Afghanistan,100,India,5610,Import Quantity,15,Wheat,2018,2018,tonnes,26406,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,100,India,5610,Import Quantity,15,Wheat,2020,2020,tonnes,55584,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,108,Kazakhstan,5610,Import Quantity,15,Wheat,2016,2016,tonnes,253782,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,108,Kazakhstan,5610,Import Quantity,15,Wheat,2017,2017,tonnes,321106,,Official data
TM,Detailed trade matrix,2,Afghanistan,108,Kazakhstan,5610,Import Quantity,15,Wheat,2018,2018,tonnes,386758,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,108,Kazakhstan,5610,Import Quantity,15,Wheat,2019,2019,tonnes,292942,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,108,Kazakhstan,5610,Import Quantity,15,Wheat,2020,2020,tonnes,528433,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,108,Kazakhstan,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,2,Afghanistan,138,Mexico,5910,Export Quantity,15,Wheat,2016,2016,tonnes,0,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,138,Mexico,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,2,Afghanistan,165,Pakistan,5610,Import Quantity,15,Wheat,2016,2016,tonnes,4691,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,165,Pakistan,5610,Import Quantity,15,Wheat,2017,2017,tonnes,2765,,Official data
TM,Detailed trade matrix,2,Afghanistan,165,Pakistan,5610,Import Quantity,15,Wheat,2018,2018,tonnes,18745,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,165,Pakistan,5610,Import Quantity,15,Wheat,2019,2019,tonnes,40926,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,165,Pakistan,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,2,Afghanistan,185,Russian Federation,5610,Import Quantity,15,Wheat,2018,2018,tonnes,65,*,Unofficial figure
TM,Detailed trade matrix,2,Afghanistan,185,Russian Federation,5610,Import Quantity,15,Wheat,2020,2020,tonnes,3389,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,199,Slovakia,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,2,Afghanistan,213,Turkmenistan,5610,Import Quantity,15,Wheat,2017,2017,tonnes,169185,,Official data
TM,Detailed trade matrix,2,Afghanistan,213,Turkmenistan,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,2,Afghanistan,225,United Arab Emirates,5610,Import Quantity,15,Wheat,2019,2019,tonnes,0,*,Unofficial figure
TM,Detailed trade matrix,2,Afghanistan,225,United Arab Emirates,5610,Import Quantity,15,Wheat,2020,2020,tonnes,1,*,Unofficial figure
TM,Detailed trade matrix,2,Afghanistan,225,United Arab Emirates,5910,Export Quantity,15,Wheat,2020,2020,tonnes,21,*,Unofficial figure
TM,Detailed trade matrix,2,Afghanistan,235,Uzbekistan,5610,Import Quantity,15,Wheat,2017,2017,tonnes,235069,,Official data
TM,Detailed trade matrix,2,Afghanistan,235,Uzbekistan,5610,Import Quantity,15,Wheat,2018,2018,tonnes,104674,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,235,Uzbekistan,5610,Import Quantity,15,Wheat,2019,2019,tonnes,61157,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,235,Uzbekistan,5610,Import Quantity,15,Wheat,2020,2020,tonnes,10847,R,Estimated data using trading partners database
TM,Detailed trade matrix,2,Afghanistan,235,Uzbekistan,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,3,Albania,80,Bosnia and Herzegovina,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,3,Albania,27,Bulgaria,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,3,Albania,27,Bulgaria,5610,Import Quantity,15,Wheat,2019,2019,tonnes,104,R,Estimated data using trading partners database
TM,Detailed trade matrix,3,Albania,33,Canada,5610,Import Quantity,15,Wheat,2020,2020,tonnes,4900,,Official data
TM,Detailed trade matrix,3,Albania,98,Croatia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,3,Albania,98,Croatia,5610,Import Quantity,15,Wheat,2019,2019,tonnes,2979,R,Estimated data using trading partners database
TM,Detailed trade matrix,3,Albania,98,Croatia,5610,Import Quantity,15,Wheat,2020,2020,tonnes,384,,Official data
TM,Detailed trade matrix,3,Albania,68,France,5610,Import Quantity,15,Wheat,2019,2019,tonnes,2200,R,Estimated data using trading partners database
TM,Detailed trade matrix,3,Albania,79,Germany,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,3,Albania,84,Greece,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,3,Albania,84,Greece,5610,Import Quantity,15,Wheat,2019,2019,tonnes,970,R,Estimated data using trading partners database
TM,Detailed trade matrix,3,Albania,84,Greece,5610,Import Quantity,15,Wheat,2020,2020,tonnes,422,,Official data
TM,Detailed trade matrix,3,Albania,97,Hungary,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,3,Albania,97,Hungary,5610,Import Quantity,15,Wheat,2018,2018,tonnes,75,,Official data
TM,Detailed trade matrix,3,Albania,97,Hungary,5610,Import Quantity,15,Wheat,2019,2019,tonnes,200,*,Unofficial figure
TM,Detailed trade matrix,3,Albania,97,Hungary,5610,Import Quantity,15,Wheat,2020,2020,tonnes,2619,,Official data
TM,Detailed trade matrix,3,Albania,106,Italy,5610,Import Quantity,15,Wheat,2016,2016,tonnes,1363,,Official data
TM,Detailed trade matrix,3,Albania,106,Italy,5610,Import Quantity,15,Wheat,2017,2017,tonnes,946,,Official data
TM,Detailed trade matrix,3,Albania,106,Italy,5610,Import Quantity,15,Wheat,2018,2018,tonnes,1040,,Official data
TM,Detailed trade matrix,3,Albania,106,Italy,5610,Import Quantity,15,Wheat,2019,2019,tonnes,3563,R,Estimated data using trading partners database
TM,Detailed trade matrix,3,Albania,106,Italy,5610,Import Quantity,15,Wheat,2020,2020,tonnes,1446,,Official data
TM,Detailed trade matrix,3,Albania,154,North Macedonia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,3041,,Official data
TM,Detailed trade matrix,3,Albania,154,North Macedonia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,4225,,Official data
TM,Detailed trade matrix,3,Albania,154,North Macedonia,5610,Import Quantity,15,Wheat,2018,2018,tonnes,2431,,Official data
TM,Detailed trade matrix,3,Albania,154,North Macedonia,5610,Import Quantity,15,Wheat,2019,2019,tonnes,2033,R,Estimated data using trading partners database
TM,Detailed trade matrix,3,Albania,154,North Macedonia,5610,Import Quantity,15,Wheat,2020,2020,tonnes,515,,Official data
TM,Detailed trade matrix,3,Albania,185,Russian Federation,5610,Import Quantity,15,Wheat,2016,2016,tonnes,134395,,Official data
TM,Detailed trade matrix,3,Albania,185,Russian Federation,5610,Import Quantity,15,Wheat,2017,2017,tonnes,120171,,Official data
TM,Detailed trade matrix,3,Albania,185,Russian Federation,5610,Import Quantity,15,Wheat,2018,2018,tonnes,125289,,Official data
TM,Detailed trade matrix,3,Albania,185,Russian Federation,5610,Import Quantity,15,Wheat,2019,2019,tonnes,189694,R,Estimated data using trading partners database
TM,Detailed trade matrix,3,Albania,185,Russian Federation,5610,Import Quantity,15,Wheat,2020,2020,tonnes,153185,,Official data
TM,Detailed trade matrix,3,Albania,272,Serbia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,68208,,Official data
TM,Detailed trade matrix,3,Albania,272,Serbia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,53021,,Official data
TM,Detailed trade matrix,3,Albania,272,Serbia,5610,Import Quantity,15,Wheat,2018,2018,tonnes,66041,,Official data
TM,Detailed trade matrix,3,Albania,272,Serbia,5610,Import Quantity,15,Wheat,2019,2019,tonnes,34525,R,Estimated data using trading partners database
TM,Detailed trade matrix,3,Albania,272,Serbia,5610,Import Quantity,15,Wheat,2020,2020,tonnes,54276,,Official data
TM,Detailed trade matrix,3,Albania,272,Serbia,5910,Export Quantity,15,Wheat,2016,2016,tonnes,741,,Official data
TM,Detailed trade matrix,3,Albania,230,Ukraine,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,3,Albania,230,Ukraine,5610,Import Quantity,15,Wheat,2020,2020,tonnes,21956,,Official data
TM,Detailed trade matrix,4,Algeria,9,Argentina,5610,Import Quantity,15,Wheat,2017,2017,tonnes,1557430,,Official data
TM,Detailed trade matrix,4,Algeria,9,Argentina,5610,Import Quantity,15,Wheat,2018,2018,tonnes,1301430,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,9,Argentina,5610,Import Quantity,15,Wheat,2019,2019,tonnes,223400,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,10,Australia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,32850,,Official data
TM,Detailed trade matrix,4,Algeria,21,Brazil,5610,Import Quantity,15,Wheat,2017,2017,tonnes,30719,,Official data
TM,Detailed trade matrix,4,Algeria,27,Bulgaria,5610,Import Quantity,15,Wheat,2016,2016,tonnes,10800,,Official data
TM,Detailed trade matrix,4,Algeria,33,Canada,5610,Import Quantity,15,Wheat,2016,2016,tonnes,1082687,,Official data
TM,Detailed trade matrix,4,Algeria,33,Canada,5610,Import Quantity,15,Wheat,2017,2017,tonnes,1324693,,Official data
TM,Detailed trade matrix,4,Algeria,33,Canada,5610,Import Quantity,15,Wheat,2018,2018,tonnes,877177,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,33,Canada,5610,Import Quantity,15,Wheat,2019,2019,tonnes,1068513,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,33,Canada,5610,Import Quantity,15,Wheat,2020,2020,tonnes,419094,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,33,Canada,5910,Export Quantity,15,Wheat,2018,2018,tonnes,3,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,33,Canada,5910,Export Quantity,15,Wheat,2019,2019,tonnes,2,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,33,Canada,5910,Export Quantity,15,Wheat,2020,2020,tonnes,5,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,167,Czechia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,93074,,Official data
TM,Detailed trade matrix,4,Algeria,167,Czechia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,88421,,Official data
TM,Detailed trade matrix,4,Algeria,63,Estonia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,27350,,Official data
TM,Detailed trade matrix,4,Algeria,63,Estonia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,118775,,Official data
TM,Detailed trade matrix,4,Algeria,63,Estonia,5610,Import Quantity,15,Wheat,2019,2019,tonnes,30700,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,63,Estonia,5610,Import Quantity,15,Wheat,2020,2020,tonnes,28400,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,67,Finland,5610,Import Quantity,15,Wheat,2017,2017,tonnes,31001,,Official data
TM,Detailed trade matrix,4,Algeria,68,France,5610,Import Quantity,15,Wheat,2016,2016,tonnes,3915241,,Official data
TM,Detailed trade matrix,4,Algeria,68,France,5610,Import Quantity,15,Wheat,2017,2017,tonnes,3314990,,Official data
TM,Detailed trade matrix,4,Algeria,68,France,5610,Import Quantity,15,Wheat,2018,2018,tonnes,5459231,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,68,France,5610,Import Quantity,15,Wheat,2019,2019,tonnes,4375003,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,68,France,5610,Import Quantity,15,Wheat,2020,2020,tonnes,3888370,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,68,France,5910,Export Quantity,15,Wheat,2017,2017,tonnes,14,,Official data
TM,Detailed trade matrix,4,Algeria,79,Germany,5610,Import Quantity,15,Wheat,2016,2016,tonnes,558261,,Official data
TM,Detailed trade matrix,4,Algeria,79,Germany,5610,Import Quantity,15,Wheat,2017,2017,tonnes,114170,,Official data
TM,Detailed trade matrix,4,Algeria,79,Germany,5610,Import Quantity,15,Wheat,2018,2018,tonnes,96000,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,79,Germany,5610,Import Quantity,15,Wheat,2019,2019,tonnes,31497,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,79,Germany,5610,Import Quantity,15,Wheat,2020,2020,tonnes,897105,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,106,Italy,5610,Import Quantity,15,Wheat,2016,2016,tonnes,50,,Official data
TM,Detailed trade matrix,4,Algeria,106,Italy,5610,Import Quantity,15,Wheat,2017,2017,tonnes,101,,Official data
TM,Detailed trade matrix,4,Algeria,106,Italy,5610,Import Quantity,15,Wheat,2018,2018,tonnes,51,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,106,Italy,5610,Import Quantity,15,Wheat,2020,2020,tonnes,48,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,106,Italy,5910,Export Quantity,15,Wheat,2018,2018,tonnes,6,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,108,Kazakhstan,5610,Import Quantity,15,Wheat,2017,2017,tonnes,10500,,Official data
TM,Detailed trade matrix,4,Algeria,119,Latvia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,261047,,Official data
TM,Detailed trade matrix,4,Algeria,119,Latvia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,93310,,Official data
TM,Detailed trade matrix,4,Algeria,119,Latvia,5610,Import Quantity,15,Wheat,2019,2019,tonnes,26670,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,119,Latvia,5610,Import Quantity,15,Wheat,2020,2020,tonnes,436487,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,121,Lebanon,5610,Import Quantity,15,Wheat,2018,2018,tonnes,1,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,121,Lebanon,5610,Import Quantity,15,Wheat,2019,2019,tonnes,2,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,121,Lebanon,5610,Import Quantity,15,Wheat,2020,2020,tonnes,3,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,126,Lithuania,5610,Import Quantity,15,Wheat,2016,2016,tonnes,182240,,Official data
TM,Detailed trade matrix,4,Algeria,126,Lithuania,5610,Import Quantity,15,Wheat,2017,2017,tonnes,51841,,Official data
TM,Detailed trade matrix,4,Algeria,126,Lithuania,5610,Import Quantity,15,Wheat,2020,2020,tonnes,421593,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,138,Mexico,5610,Import Quantity,15,Wheat,2016,2016,tonnes,556539,,Official data
TM,Detailed trade matrix,4,Algeria,138,Mexico,5610,Import Quantity,15,Wheat,2017,2017,tonnes,62991,,Official data
TM,Detailed trade matrix,4,Algeria,138,Mexico,5610,Import Quantity,15,Wheat,2018,2018,tonnes,260535,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,138,Mexico,5610,Import Quantity,15,Wheat,2019,2019,tonnes,63000,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,138,Mexico,5610,Import Quantity,15,Wheat,2020,2020,tonnes,255638,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,173,Poland,5610,Import Quantity,15,Wheat,2016,2016,tonnes,288918,,Official data
TM,Detailed trade matrix,4,Algeria,173,Poland,5610,Import Quantity,15,Wheat,2017,2017,tonnes,31498,,Official data
TM,Detailed trade matrix,4,Algeria,173,Poland,5610,Import Quantity,15,Wheat,2018,2018,tonnes,28500,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,173,Poland,5610,Import Quantity,15,Wheat,2019,2019,tonnes,62549,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,173,Poland,5610,Import Quantity,15,Wheat,2020,2020,tonnes,401697,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,117,Republic of Korea,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,146,Republic of Moldova,5610,Import Quantity,15,Wheat,2016,2016,tonnes,6048,,Official data
TM,Detailed trade matrix,4,Algeria,185,Russian Federation,5610,Import Quantity,15,Wheat,2016,2016,tonnes,73049,,Official data
TM,Detailed trade matrix,4,Algeria,185,Russian Federation,5610,Import Quantity,15,Wheat,2018,2018,tonnes,31208,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,185,Russian Federation,5610,Import Quantity,15,Wheat,2019,2019,tonnes,22,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,203,Spain,5610,Import Quantity,15,Wheat,2017,2017,tonnes,1829,,Official data
TM,Detailed trade matrix,4,Algeria,203,Spain,5610,Import Quantity,15,Wheat,2019,2019,tonnes,6,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,203,Spain,5610,Import Quantity,15,Wheat,2020,2020,tonnes,5517,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,210,Sweden,5610,Import Quantity,15,Wheat,2016,2016,tonnes,353028,,Official data
TM,Detailed trade matrix,4,Algeria,210,Sweden,5610,Import Quantity,15,Wheat,2017,2017,tonnes,83500,,Official data
TM,Detailed trade matrix,4,Algeria,210,Sweden,5610,Import Quantity,15,Wheat,2019,2019,tonnes,187700,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,210,Sweden,5610,Import Quantity,15,Wheat,2020,2020,tonnes,188320,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,211,Switzerland,5610,Import Quantity,15,Wheat,2016,2016,tonnes,26250,,Official data
TM,Detailed trade matrix,4,Algeria,211,Switzerland,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,211,Switzerland,5910,Export Quantity,15,Wheat,2020,2020,tonnes,0,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,230,Ukraine,5610,Import Quantity,15,Wheat,2016,2016,tonnes,145176,,Official data
TM,Detailed trade matrix,4,Algeria,230,Ukraine,5610,Import Quantity,15,Wheat,2017,2017,tonnes,87906,,Official data
TM,Detailed trade matrix,4,Algeria,230,Ukraine,5610,Import Quantity,15,Wheat,2018,2018,tonnes,23611,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,230,Ukraine,5610,Import Quantity,15,Wheat,2020,2020,tonnes,5400,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,229,United Kingdom of Great Britain and Northern Ireland,5610,Import Quantity,15,Wheat,2016,2016,tonnes,382156,,Official data
TM,Detailed trade matrix,4,Algeria,229,United Kingdom of Great Britain and Northern Ireland,5610,Import Quantity,15,Wheat,2019,2019,tonnes,63000,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,229,United Kingdom of Great Britain and Northern Ireland,5610,Import Quantity,15,Wheat,2020,2020,tonnes,32000,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,229,United Kingdom of Great Britain and Northern Ireland,5910,Export Quantity,15,Wheat,2018,2018,tonnes,4,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,231,United States of America,5610,Import Quantity,15,Wheat,2016,2016,tonnes,263743,,Official data
TM,Detailed trade matrix,4,Algeria,231,United States of America,5610,Import Quantity,15,Wheat,2017,2017,tonnes,861121,,Official data
TM,Detailed trade matrix,4,Algeria,231,United States of America,5610,Import Quantity,15,Wheat,2018,2018,tonnes,344314,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,231,United States of America,5610,Import Quantity,15,Wheat,2019,2019,tonnes,565918,R,Estimated data using trading partners database
TM,Detailed trade matrix,4,Algeria,231,United States of America,5610,Import Quantity,15,Wheat,2020,2020,tonnes,73896,*,Unofficial figure
TM,Detailed trade matrix,4,Algeria,234,Uruguay,5610,Import Quantity,15,Wheat,2017,2017,tonnes,181520,,Official data
TM,Detailed trade matrix,4,Algeria,234,Uruguay,5610,Import Quantity,15,Wheat,2019,2019,tonnes,77931,R,Estimated data using trading partners database
TM,Detailed trade matrix,8,Antigua and Barbuda,33,Canada,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,8,Antigua and Barbuda,212,Syrian Arab Republic,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,8,Antigua and Barbuda,231,United States of America,5610,Import Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,8,Antigua and Barbuda,231,United States of America,5610,Import Quantity,15,Wheat,2017,2017,tonnes,1,,Official data
TM,Detailed trade matrix,8,Antigua and Barbuda,231,United States of America,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,8,Antigua and Barbuda,231,United States of America,5610,Import Quantity,15,Wheat,2019,2019,tonnes,1,,Official data
TM,Detailed trade matrix,8,Antigua and Barbuda,231,United States of America,5610,Import Quantity,15,Wheat,2020,2020,tonnes,24,*,Unofficial figure
TM,Detailed trade matrix,9,Argentina,4,Algeria,5910,Export Quantity,15,Wheat,2016,2016,tonnes,152340,,Official data
TM,Detailed trade matrix,9,Argentina,4,Algeria,5910,Export Quantity,15,Wheat,2017,2017,tonnes,1809260,,Official data
TM,Detailed trade matrix,9,Argentina,4,Algeria,5910,Export Quantity,15,Wheat,2018,2018,tonnes,1301430,,Official data
TM,Detailed trade matrix,9,Argentina,4,Algeria,5910,Export Quantity,15,Wheat,2019,2019,tonnes,223400,,Official data
TM,Detailed trade matrix,9,Argentina,10,Australia,5610,Import Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,9,Argentina,10,Australia,5610,Import Quantity,15,Wheat,2020,2020,tonnes,2,,Official data
TM,Detailed trade matrix,9,Argentina,16,Bangladesh,5910,Export Quantity,15,Wheat,2016,2016,tonnes,324354,,Official data
TM,Detailed trade matrix,9,Argentina,16,Bangladesh,5910,Export Quantity,15,Wheat,2017,2017,tonnes,697371,,Official data
TM,Detailed trade matrix,9,Argentina,16,Bangladesh,5910,Export Quantity,15,Wheat,2018,2018,tonnes,246262,,Official data
TM,Detailed trade matrix,9,Argentina,16,Bangladesh,5910,Export Quantity,15,Wheat,2019,2019,tonnes,336823,,Official data
TM,Detailed trade matrix,9,Argentina,16,Bangladesh,5910,Export Quantity,15,Wheat,2020,2020,tonnes,601125,,Official data
TM,Detailed trade matrix,9,Argentina,19,Bolivia (Plurinational State of),5910,Export Quantity,15,Wheat,2016,2016,tonnes,39753,,Official data
TM,Detailed trade matrix,9,Argentina,19,Bolivia (Plurinational State of),5910,Export Quantity,15,Wheat,2017,2017,tonnes,158230,,Official data
TM,Detailed trade matrix,9,Argentina,19,Bolivia (Plurinational State of),5910,Export Quantity,15,Wheat,2018,2018,tonnes,75956,,Official data
TM,Detailed trade matrix,9,Argentina,19,Bolivia (Plurinational State of),5910,Export Quantity,15,Wheat,2019,2019,tonnes,56300,,Official data
TM,Detailed trade matrix,9,Argentina,19,Bolivia (Plurinational State of),5910,Export Quantity,15,Wheat,2020,2020,tonnes,92715,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5610,Import Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5910,Export Quantity,15,Wheat,2016,2016,tonnes,4173883,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5910,Export Quantity,15,Wheat,2017,2017,tonnes,5230719,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5910,Export Quantity,15,Wheat,2018,2018,tonnes,5910540,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5910,Export Quantity,15,Wheat,2019,2019,tonnes,5294920,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5910,Export Quantity,15,Wheat,2020,2020,tonnes,4424632,,Official data
TM,Detailed trade matrix,9,Argentina,233,Burkina Faso,5910,Export Quantity,15,Wheat,2017,2017,tonnes,16500,,Official data
TM,Detailed trade matrix,9,Argentina,29,Burundi,5910,Export Quantity,15,Wheat,2016,2016,tonnes,2000,,Official data
TM,Detailed trade matrix,9,Argentina,29,Burundi,5910,Export Quantity,15,Wheat,2017,2017,tonnes,19020,,Official data
TM,Detailed trade matrix,9,Argentina,32,Cameroon,5910,Export Quantity,15,Wheat,2017,2017,tonnes,40675,,Official data
TM,Detailed trade matrix,9,Argentina,33,Canada,5910,Export Quantity,15,Wheat,2016,2016,tonnes,1590,,Official data
TM,Detailed trade matrix,9,Argentina,33,Canada,5910,Export Quantity,15,Wheat,2017,2017,tonnes,2416,,Official data
TM,Detailed trade matrix,9,Argentina,33,Canada,5910,Export Quantity,15,Wheat,2018,2018,tonnes,7070,,Official data
TM,Detailed trade matrix,9,Argentina,33,Canada,5910,Export Quantity,15,Wheat,2019,2019,tonnes,7956,,Official data
TM,Detailed trade matrix,9,Argentina,40,Chile,5910,Export Quantity,15,Wheat,2016,2016,tonnes,252543,,Official data
TM,Detailed trade matrix,9,Argentina,40,Chile,5910,Export Quantity,15,Wheat,2017,2017,tonnes,868989,,Official data
TM,Detailed trade matrix,9,Argentina,40,Chile,5910,Export Quantity,15,Wheat,2018,2018,tonnes,621948,,Official data
TM,Detailed trade matrix,9,Argentina,40,Chile,5910,Export Quantity,15,Wheat,2019,2019,tonnes,429952,,Official data
TM,Detailed trade matrix,9,Argentina,40,Chile,5910,Export Quantity,15,Wheat,2020,2020,tonnes,328002,,Official data
TM,Detailed trade matrix,9,Argentina,214,"China, Taiwan Province of",5910,Export Quantity,15,Wheat,2016,2016,tonnes,881,,Official data
TM,Detailed trade matrix,9,Argentina,44,Colombia,5910,Export Quantity,15,Wheat,2016,2016,tonnes,147125,,Official data
TM,Detailed trade matrix,9,Argentina,44,Colombia,5910,Export Quantity,15,Wheat,2017,2017,tonnes,106783,,Official data
TM,Detailed trade matrix,9,Argentina,46,Congo,5910,Export Quantity,15,Wheat,2017,2017,tonnes,7130,,Official data
TM,Detailed trade matrix,9,Argentina,107,Côte d'Ivoire,5910,Export Quantity,15,Wheat,2017,2017,tonnes,65110,,Official data
TM,Detailed trade matrix,9,Argentina,107,Côte d'Ivoire,5910,Export Quantity,15,Wheat,2018,2018,tonnes,44250,,Official data
TM,Detailed trade matrix,9,Argentina,250,Democratic Republic of the Congo,5910,Export Quantity,15,Wheat,2017,2017,tonnes,9760,,Official data
TM,Detailed trade matrix,9,Argentina,58,Ecuador,5910,Export Quantity,15,Wheat,2016,2016,tonnes,135630,,Official data
TM,Detailed trade matrix,9,Argentina,58,Ecuador,5910,Export Quantity,15,Wheat,2017,2017,tonnes,263956,,Official data
